COUNTRY,COMP,YEAR,HEXP,HC3,DALE,SMALL,GINI,TROPICS,POPDEN,PUBTHE,GDPC,LCOMP,LDALE,LHEXP,LHC,LPOPDEN,WBNUMBER,STRATUM,GROUPTI,LGDPC,LHEXP2,LHC2,LHEXPHC,T93,T94,T95,T96,T97,TIME,GEFF,VOICE,COUNTRY,OECD,LGDPC2             
Denmark         ,90.86455,1997,1941.758,10.73164,69.56655,0,0.2393,0,123.3228,84.3,24271.98,4.50937,4.242284,7.571349,2.373197,4.8148053,70,70,5,10.0970779,28.6626628,2.816032,17.9683027,0,0,0,0,1,5,1.721,1.633,50,1,101.9509817
Dominican Republ,77.15543,1993,179.2626,4.655016,61.51875,0,0.4672,1,168.3128,38.5,4153.332,4.345822,4.119342,5.188852,1.537945,5.1258242,71,71,5,8.3316662,13.4620925,1.1826374,7.980169,1,0,0,0,0,1,-0.833,-0.078,51,0,69.4166614
Dominican Republ,77.40303,1994,180.0756,4.727904,61.78581,0,0.4672,1,168.3128,38.5,4153.332,4.349026,4.123674,5.193377,1.553482,5.1258242,71,71,5,8.3316662,13.4855823,1.2066532,8.0678177,0,1,0,0,0,2,-0.833,-0.078,51,0,69.4166614
Dominican Republ,77.64992,1995,174.3565,4.80229,62.05233,0,0.4672,1,168.3128,38.5,4153.332,4.352211,4.127978,5.161102,1.569093,5.1258242,71,71,5,8.3316662,13.3184869,1.2310264,8.098249,0,0,1,0,0,3,-0.833,-0.078,51,0,69.4166614
Dominican Republ,77.89616,1996,187.6372,4.893106,62.31836,0,0.4672,1,168.3128,38.5,4153.332,4.355377,4.132256,5.23451,1.587827,5.1258242,71,71,5,8.3316662,13.7000475,1.2605973,8.3114963,0,0,0,1,0,4,-0.833,-0.078,51,0,69.4166614
Dominican Republ,78.14175,1997,203.5133,4.984221,62.58389,0,0.4672,1,168.3128,38.5,4153.332,4.358524,4.136508,5.315731,1.606277,5.1258242,71,71,5,8.3316662,14.128498,1.2900629,8.5385364,0,0,0,0,1,5,-0.833,-0.078,51,0,69.4166614
Algeria         ,72.69473,1993,125.6391,4.561303,59.80529,0,0.3416,0,1262.716,50.8,4007.687,4.286269,4.091094,4.833414,1.517608,7.1410202,72,72,4,8.2959695,11.6809454,1.151567,7.3352278,1,0,0,0,0,1,-1.087,-1.31,52,0,68.8231107
Algeria         ,73.07654,1994,117.5193,4.746846,60.24176,0,0.3416,0,1262.716,50.8,4007.687,4.291507,4.098366,4.766603,1.55748,7.1410202,72,72,4,8.2959695,11.3602521,1.212872,7.4238888,0,1,0,0,0,2,-1.087,-1.31,52,0,68.8231107
Algeria         ,73.45536,1995,123.3688,4.940526,60.67914,0,0.3416,0,1262.716,50.8,4007.687,4.296678,4.1056,4.815178,1.597472,7.1410202,72,72,4,8.2959695,11.5929696,1.2759584,7.692112,0,0,1,0,0,3,-1.087,-1.31,52,0,68.8231107
Algeria         ,74.20439,1997,124.2383,5.108901,61.55656,0,0.3416,0,1262.716,50.8,4007.687,4.306823,4.119956,4.822201,1.630984,7.1410202,72,72,4,8.2959695,11.6268112,1.3300544,7.8649327,0,0,0,0,1,5,-1.087,-1.31,52,0,68.8231107
Ecuador         ,72.89397,1993,185.3671,6.19734,59.75651,0,0.4209,1,46.46882,52.8,4084.988,4.289006,4.090278,5.222338,1.82412,3.8387816,73,73,5,8.3150741,13.6364071,1.6637069,9.5261712,1,0,0,0,0,1,-0.562,0.268,53,0,69.1404568
Ecuador         ,73.16621,1994,189.2385,6.296335,60.06528,0,0.4209,1,46.46882,52.8,4084.988,4.292734,4.095432,5.243008,1.839968,3.8387816,73,73,5,8.3150741,13.7445664,1.6927411,9.6469669,0,1,0,0,0,2,-0.562,0.268,53,0,69.1404568
Ecuador         ,73.43668,1995,185.5975,6.396986,60.37404,0,0.4209,1,46.46882,52.8,4084.988,4.296423,4.100559,5.22358,1.855827,3.8387816,73,73,5,8.3150741,13.642894,1.7220469,9.6940608,0,0,1,0,0,3,-0.562,0.268,53,0,69.1404568
Ecuador         ,73.70541,1996,177.4052,6.48538,60.6828,0,0.4209,1,46.46882,52.8,4084.988,4.300076,4.10566,5.178436,1.86955,3.8387816,73,73,5,8.3150741,13.4080997,1.7476086,9.681345,0,0,0,1,0,4,-0.562,0.268,53,0,69.1404568
Ecuador         ,73.97241,1997,187.9094,6.573164,60.99152,0,0.4209,1,46.46882,52.8,4084.988,4.303692,4.110735,5.23596,1.882995,3.8387816,73,73,5,8.3150741,13.7076386,1.7728351,9.8592865,0,0,0,0,1,5,-0.562,0.268,53,0,69.1404568
Egypt           ,71.64907,1993,96.01839,3.27986,56.47625,0,0.2784,0,61.70844,27,3156.843,4.27178,4.03382,4.56454,1.187801,4.1224207,74,74,5,8.0573278,10.4175127,0.7054356,5.4217652,1,0,0,0,0,1,-0.138,-0.674,54,0,64.9205306
Egypt           ,72.11838,1994,100.7312,3.329464,56.97343,0,0.2784,0,61.70844,27,3156.843,4.278309,4.042585,4.612455,1.202811,4.1224207,74,74,5,8.0573278,10.6373706,0.7233772,5.5479116,0,1,0,0,0,2,-0.138,-0.674,54,0,64.9205306
Egypt           ,72.58772,1995,103.4068,3.38577,57.47297,0,0.2784,0,61.70844,27,3156.843,4.284796,4.051315,4.638671,1.219581,4.1224207,74,74,5,8.0573278,10.7586343,0.7436889,5.657235,0,0,1,0,0,3,-0.138,-0.674,54,0,64.9205306
Egypt           ,73.05706,1996,109.6531,3.447057,57.97484,0,0.2784,0,61.70844,27,3156.843,4.291241,4.060009,4.697321,1.237521,4.1224207,74,74,5,8.0573278,11.0324123,0.7657291,5.8130334,0,0,0,1,0,4,-0.138,-0.674,54,0,64.9205306
Egypt           ,73.52641,1997,116.8032,3.50853,58.47908,0,0.2784,0,61.70844,27,3156.843,4.297645,4.068669,4.76049,1.255197,4.1224207,74,74,5,8.0573278,11.3311325,0.7877598,5.9753528,0,0,0,0,1,5,-0.138,-0.674,54,0,64.9205306
Eritrea         ,53.69195,1997,24.323,1.271051,37.59946,0,0.441193,1,31.36026,55.7,715.3824,3.983263,3.62699,3.191422,0.2398442,3.4455415,75,75,1,6.5728172,5.0925872,0.0287626,0.7654441,0,0,0,0,1,5,-0.428,-0.595,55,0,43.2019263
Spain           ,89.94376,1993,1044.42,7.101693,72.01181,0,0.3144,0,77.54457,70.6,15186.38,4.499185,4.27683,6.951217,1.960333,4.3508529,76,76,5,9.6281543,24.1597089,1.9214527,13.6267001,1,0,0,0,0,1,1.603,1.338,56,1,92.7013543
Spain           ,90.16238,1994,1108.103,7.183833,72.22286,0,0.3144,0,77.54457,70.6,15186.38,4.501612,4.279757,7.010405,1.971833,4.3508529,76,76,5,9.6281543,24.5728891,1.9440627,13.8233479,0,1,0,0,0,2,1.603,1.338,56,1,92.7013543
Spain           ,90.38118,1995,1121.902,7.265037,72.434,0,0.3144,0,77.54457,70.6,15186.38,4.504036,4.282676,7.022781,1.983073,4.3508529,76,76,5,9.6281543,24.6597265,1.9662893,13.9266874,0,0,1,0,0,3,1.603,1.338,56,1,92.7013543
Spain           ,90.63907,1996,1204.842,7.345272,72.68272,0,0.3144,0,77.54457,70.6,15186.38,4.506886,4.286104,7.094104,1.994057,4.3508529,76,76,5,9.6281543,25.1631558,1.9881317,14.1460477,0,0,0,1,0,4,1.603,1.338,56,1,92.7013543
Spain           ,90.95577,1997,1214.911,7.42451,72.98798,0,0.3144,0,77.54457,70.6,15186.38,4.510374,4.290295,7.102426,2.004787,4.3508529,76,76,5,9.6281543,25.2222275,2.0095855,14.2388513,0,0,0,0,1,5,1.603,1.338,56,1,92.7013543
Estonia         ,80.32989,1993,276.3999,8.620577,61.85543,0,0.3406,0,32.63972,78.9,5428.406,4.386142,4.1248,5.621849,2.154152,3.48553,77,77,5,8.5994008,15.8025931,2.3201854,12.1103173,1,0,0,0,0,1,0.258,0.789,57,0,73.9496944
Estonia         ,80.28877,1994,304.5096,8.68288,61.81466,0,0.3406,0,32.63972,78.9,5428.406,4.38563,4.12414,5.718703,2.161353,3.48553,77,77,5,8.5994008,16.351782,2.3357234,12.3601359,0,1,0,0,0,2,0.258,0.789,57,0,73.9496944
Estonia         ,80.40512,1995,332.2607,8.743761,61.93001,0,0.3406,0,32.63972,78.9,5428.406,4.387078,4.126005,5.80592,2.16834,3.48553,77,77,5,8.5994008,16.8543535,2.3508492,12.5892086,0,0,1,0,0,3,0.258,0.789,57,0,73.9496944
Estonia         ,80.82273,1996,338.2765,8.769039,62.34285,0,0.3406,0,32.63972,78.9,5428.406,4.392258,4.132649,5.823864,2.171227,3.48553,77,77,5,8.5994008,16.9586959,2.3571133,12.6449308,0,0,0,1,0,4,0.258,0.789,57,0,73.9496944
Estonia         ,81.74674,1997,347.418,8.746294,63.25009,0,0.3406,0,32.63972,78.9,5428.406,4.403626,4.147097,5.850529,2.16863,3.48553,77,77,5,8.5994008,17.1143448,2.351478,12.6876327,0,0,0,0,1,5,0.258,0.789,57,0,73.9496944
Ethiopia        ,51.3287,1993,16.22993,1.792197,34.47367,0,0.3812,1,5307.809,36.2,521.4947,3.93825,3.540196,2.786857,0.5834425,8.5769344,78,78,5,6.2566991,3.883286,0.1702026,1.6259708,1,0,0,0,0,1,-0.146,-0.5,58,0,39.1462838
Ethiopia        ,51.09428,1994,17.239,1.854641,34.23296,0,0.3812,1,5307.809,36.2,521.4947,3.933673,3.533189,2.847174,0.6176913,8.5769344,78,78,5,6.2566991,4.0531999,0.1907713,1.7586746,0,1,0,0,0,2,-0.146,-0.5,58,0,39.1462838
Ethiopia        ,50.85986,1995,17.77604,1.915173,33.99225,0,0.3812,1,5307.809,36.2,521.4947,3.929074,3.526133,2.877852,0.649808,8.5769344,78,78,5,6.2566991,4.1410161,0.2111252,1.8700513,0,0,1,0,0,3,-0.146,-0.5,58,0,39.1462838
Ethiopia        ,50.62542,1996,18.66781,1.973005,33.75154,0,0.3812,1,5307.809,36.2,521.4947,3.924454,3.519026,2.926801,0.6795576,8.5769344,78,78,5,6.2566991,4.283082,0.2308993,1.9889299,0,0,0,1,0,4,-0.146,-0.5,58,0,39.1462838
Ethiopia        ,50.39097,1997,19.8168,2.023718,33.51083,0,0.3812,1,5307.809,36.2,521.4947,3.919812,3.511869,2.98653,0.7049364,8.5769344,78,78,5,6.2566991,4.4596807,0.2484677,2.1053137,0,0,0,0,1,5,-0.146,-0.5,58,0,39.1462838
Finland         ,89.59339,1993,1470.532,9.691003,69.62247,0,0.2488,0,15.60579,73.7,20322.61,4.495282,4.243087,7.29338,2.271198,2.747642,79,79,5,9.9194893,26.5966959,2.5791702,16.5647101,1,0,0,0,0,1,1.635,1.602,59,1,98.3962687
Finland         ,89.89807,1994,1423.684,9.722841,69.89548,0,0.2488,0,15.60579,73.7,20322.61,4.498676,4.247001,7.261003,2.274478,2.747642,79,79,5,9.9194893,26.3610823,2.5866251,16.5149916,0,1,0,0,0,2,1.635,1.602,59,1,98.3962687
Finland         ,90.26199,1995,1452.954,9.753797,70.22102,0,0.2488,0,15.60579,73.7,20322.61,4.502717,4.251648,7.281354,2.277657,2.747642,79,79,5,9.9194893,26.509058,2.5938607,16.5844269,0,0,1,0,0,3,1.635,1.602,59,1,98.3962687
Finland         ,90.56422,1996,1514.843,9.783886,70.49097,0,0.2488,0,15.60579,73.7,20322.61,4.506059,4.255485,7.323067,2.280737,2.747642,79,79,5,9.9194893,26.8136551,2.6008806,16.7019899,0,0,0,1,0,4,1.635,1.602,59,1,98.3962687
Finland         ,90.77825,1997,1544.518,9.813128,70.6819,0,0.2488,0,15.60579,73.7,20322.61,4.50842,4.25819,7.342467,2.283721,2.747642,79,79,5,9.9194893,26.9559108,2.6076908,16.7681461,0,0,0,0,1,5,1.635,1.602,59,1,98.3962687
Fiji            ,76.68358,1993,196.1764,8.179754,58.66459,0,0.381411,1,42.07207,69.2,5095.346,4.339687,4.071836,5.279014,2.101662,3.7393841,80,80,5,8.5360829,13.9339944,2.2084916,11.0947031,1,0,0,0,0,1,0.635,0.013,60,0,72.8647105
Fiji            ,76.88033,1994,200.4932,8.294538,58.86873,0,0.381411,1,42.07207,69.2,5095.346,4.34225,4.07531,5.30078,2.115597,3.7393841,80,80,5,8.5360829,14.0491343,2.2378753,11.2143143,0,1,0,0,0,2,0.635,0.013,60,0,72.8647105
Fiji            ,77.07773,1995,195.586,8.410961,59.07308,0,0.381411,1,42.07207,69.2,5095.346,4.344814,4.078775,5.276,2.129536,3.7393841,80,80,5,8.5360829,13.918088,2.2674618,11.2354319,0,0,1,0,0,3,0.635,0.013,60,0,72.8647105
Fiji            ,77.27573,1996,205.2417,8.472342,59.27763,0,0.381411,1,42.07207,69.2,5095.346,4.34738,4.082232,5.324188,2.136807,3.7393841,80,80,5,8.5360829,14.1734889,2.2829721,11.3767622,0,0,0,1,0,4,0.635,0.013,60,0,72.8647105
Fiji            ,77.47436,1997,214.0045,8.532541,59.48237,0,0.381411,1,42.07207,69.2,5095.346,4.349947,4.08568,5.365997,2.143887,3.7393841,80,80,5,8.5360829,14.3969619,2.2981257,11.5040912,0,0,0,0,1,5,0.635,0.013,60,0,72.8647105
France          ,91.05387,1993,1935.46,6.99921,72.51885,0,0.3164,0,104.2245,76.9,21617.45,4.511451,4.283846,7.5681,1.945797,4.6465472,81,81,5,9.9812561,28.6380688,1.893063,14.7259863,1,0,0,0,0,1,1.28,1.15,61,1,99.6254741
France          ,91.28956,1994,1960.577,7.08229,72.74116,0,0.3164,0,104.2245,76.9,21617.45,4.514036,4.286907,7.580994,1.957597,4.6465472,81,81,5,9.9812561,28.735735,1.916093,14.8405311,0,1,0,0,0,2,1.28,1.15,61,1,99.6254741
France          ,91.5186,1995,2036.062,7.16448,72.95707,0,0.3164,0,104.2245,76.9,21617.45,4.516542,4.289871,7.618773,1.969136,4.6465472,81,81,5,9.9812561,29.022851,1.9387483,15.0024002,0,0,1,0,0,3,1.28,1.15,61,1,99.6254741
France          ,91.74105,1996,2058.39,7.245748,73.16666,0,0.3164,0,104.2245,76.9,21617.45,4.51897,4.29274,7.62968,1.980415,4.6465472,81,81,5,9.9812561,29.1060085,1.9610218,15.1099327,0,0,0,1,0,4,1.28,1.15,61,1,99.6254741
France          ,91.92503,1997,2118.51,7.32606,73.33992,0,0.3164,0,104.2245,76.9,21617.45,4.520973,4.295105,7.658468,1.991438,4.6465472,81,81,5,9.9812561,29.3260661,1.9829127,15.2513642,0,0,0,0,1,5,1.28,1.15,61,1,99.6254741
Micronesia (Fede,72.44225,1997,234.0437,7.023197,59.65181,0,0.381411,1,158.0981,92.3,3162.753,4.28279,4.088524,5.455508,1.949219,5.0632157,82,82,1,8.0591981,14.8812838,1.8997274,10.6339798,0,0,0,0,1,5,-0.1108527,0.4035254,62,0,64.9506745
Gabon           ,64.34217,1997,197.1871,3.519098,47.77135,0,0.444238,1,4.436665,66.5,6572.903,4.164215,3.866426,5.284153,1.258205,1.489903,83,83,1,8.7907109,13.9611365,0.7915399,6.6485477,0,0,0,0,1,5,-1.127,-0.314,63,0,77.2765976
United Kingdom  ,90.6273,1993,1141.919,8.921108,71.00001,0,0.348,0,258.2351,96.9,20590.65,4.506755,4.26268,7.040465,2.18842,5.5538704,84,84,5,9.9325924,24.7840737,2.394591,15.4074944,1,0,0,0,0,1,1.966,1.489,64,1,98.6563912
United Kingdom  ,90.88806,1994,1186.996,8.972424,71.23634,0,0.348,0,258.2351,96.9,20590.65,4.509629,4.266003,7.079181,2.194156,5.5538704,84,84,5,9.9325924,25.0574018,2.4071603,15.5328275,0,1,0,0,0,2,1.966,1.489,64,1,98.6563912
United Kingdom  ,91.12817,1995,1215.312,9.022562,71.45374,0,0.348,0,258.2351,96.9,20590.65,4.512267,4.26905,7.102757,2.199728,5.5538704,84,84,5,9.9325924,25.2245785,2.4194016,15.6241335,0,0,1,0,0,3,1.966,1.489,64,1,98.6563912
United Kingdom  ,91.36863,1996,1179.34,9.071532,71.67127,0,0.348,0,258.2351,96.9,20590.65,4.514902,4.27209,7.07271,2.205141,5.5538704,84,84,5,9.9325924,25.0116134,2.4313234,15.5963228,0,0,0,1,0,4,1.966,1.489,64,1,98.6563912
United Kingdom  ,91.6101,1997,1194.258,9.119347,71.88953,0,0.348,0,258.2351,96.9,20590.65,4.517541,4.275131,7.08528,2.210398,5.5538704,84,84,5,9.9325924,25.1005963,2.4429297,15.6612887,0,0,0,0,1,5,1.966,1.489,64,1,98.6563912
Region (East Ang,86.76423,1996,1155.99,8.382073,71.10181,6,0.348,0,258.2351,96.9,20590.65,4.463194,4.264113,7.052712,2.126095,5.5538704,85,85,1,9.9325924,24.8703733,2.26014,14.9947357,0,0,0,1,0,4,1.966,1.489, ,1,98.6563912
Region (East Mid,85.85486,1996,1166.05,7.868813,70.13752,6,0.348,0,258.2351,96.9,20590.65,4.452658,4.250458,7.061378,2.062907,5.5538704,86,86,1,9.9325924,24.9315296,2.1277926,14.5669661,0,0,0,1,0,4,1.966,1.489, ,1,98.6563912
Region (North)  ,84.39223,1996,1313.043,9.25258,68.58655,6,0.348,0,258.2351,96.9,20590.65,4.435475,4.228096,7.180103,2.224902,5.5538704,87,87,1,9.9325924,25.7769395,2.4750945,15.9750255,0,0,0,1,0,4,1.966,1.489, ,1,98.6563912
Region (North We,84.50866,1996,1282.914,8.450815,68.71001,6,0.348,0,258.2351,96.9,20590.65,4.436854,4.229895,7.156889,2.134263,5.5538704,88,88,1,9.9325924,25.6105301,2.2775393,15.2746834,0,0,0,1,0,4,1.966,1.489, ,1,98.6563912
Region (South Ea,86.21568,1996,1318.718,8.885219,70.52013,6,0.348,0,258.2351,96.9,20590.65,4.456852,4.255898,7.184415,2.184389,5.5538704,89,89,1,9.9325924,25.8079094,2.3857777,15.6935571,0,0,0,1,0,4,1.966,1.489, ,1,98.6563912
Region (South We,86.80904,1996,1217.018,8.314863,71.14933,6,0.348,0,258.2351,96.9,20590.65,4.463711,4.264781,7.104159,2.118045,5.5538704,90,90,1,9.9325924,25.2345375,2.2430573,15.0469284,0,0,0,1,0,4,1.966,1.489, ,1,98.6563912
Region( West Mid,85.38213,1996,1227.262,9.650372,69.63624,6,0.348,0,258.2351,96.9,20590.65,4.447137,4.243285,7.112541,2.266996,5.5538704,91,91,1,9.9325924,25.2941197,2.5696354,16.124102,0,0,0,1,0,4,1.966,1.489, ,1,98.6563912
Region Yorkshire,85.29901,1996,1281.815,9.124027,69.5481,6,0.348,0,258.2351,96.9,20590.65,4.446163,4.242019,7.156032,2.210911,5.5538704,92,92,1,9.9325924,25.604397,2.4440637,15.8213499,0,0,0,1,0,4,1.966,1.489, ,0,98.6563912
Georgia         ,77.44279,1993,155.7507,10.32519,66.41756,0,0.319462,0,77.36629,8.6,2144.914,4.34954,4.195961,5.048257,2.334587,4.3485512,93,93,5,7.6708547,12.7424494,2.7251482,11.7855952,1,0,0,0,0,1,-0.512,-0.291,65,0,58.8420124
Georgia         ,77.43756,1994,73.42975,10.3392,66.41058,0,0.319462,0,77.36629,8.6,2144.914,4.349472,4.195856,4.296329,2.335943,4.3485512,93,93,5,7.6708547,9.2292214,2.7283148,10.0359797,0,1,0,0,0,2,-0.512,-0.291,65,0,58.8420124
Georgia         ,77.43233,1995,80.6116,10.35273,66.40358,0,0.319462,0,77.36629,8.6,2144.914,4.349404,4.195751,4.389643,2.33725,4.3485512,93,93,5,7.6708547,9.6344828,2.7313688,10.2596931,0,0,1,0,0,3,-0.512,-0.291,65,0,58.8420124
Georgia         ,77.42708,1996,90.94023,10.3901,66.39658,0,0.319462,0,77.36629,8.6,2144.914,4.349337,4.195646,4.510202,2.340853,4.3485512,93,93,5,7.6708547,10.170961,2.7397964,10.5577199,0,0,0,1,0,4,-0.512,-0.291,65,0,58.8420124
Georgia         ,77.42184,1997,94.37623,10.42598,66.38959,0,0.319462,0,77.36629,8.6,2144.914,4.349269,4.19554,4.547289,2.344301,4.3485512,93,93,5,7.6708547,10.3389186,2.7478736,10.6602141,0,0,0,0,1,5,-0.512,-0.291,65,0,58.8420124
Ghana           ,64.53224,1993,56.73648,3.920632,43.79796,0,0.3169,1,79.15656,47,1461.798,4.167165,3.779587,4.038417,1.366253,4.3714277,94,94,5,7.2874225,8.1544059,0.9333236,5.5174993,1,0,0,0,0,1,-0.287,-0.435,66,0,53.1065262
Ghana           ,64.85661,1994,57.08527,4.015559,44.20293,0,0.3169,1,79.15656,47,1461.798,4.172179,3.788791,4.044546,1.390177,4.3714277,94,94,5,7.2874225,8.1791762,0.966296,5.6226348,0,1,0,0,0,2,-0.287,-0.435,66,0,53.1065262
Ghana           ,65.18158,1995,57.89911,4.11295,44.60753,0,0.3169,1,79.15656,47,1461.798,4.177177,3.797903,4.058702,1.414141,4.3714277,94,94,5,7.2874225,8.236531,0.9998974,5.7395769,0,0,1,0,0,3,-0.287,-0.435,66,0,53.1065262
Ghana           ,65.50716,1996,60.50227,4.18782,45.01175,0,0.3169,1,79.15656,47,1461.798,4.182159,3.806924,4.102681,1.43218,4.3714277,94,94,5,7.2874225,8.4159957,1.0255698,5.8757777,0,0,0,1,0,4,-0.287,-0.435,66,0,53.1065262
Ghana           ,65.83342,1997,45.31573,4.263077,45.41558,0,0.3169,1,79.15656,47,1461.798,4.187128,3.815855,3.813654,1.449991,4.3714277,94,94,5,7.2874225,7.2719784,1.051237,5.529764,0,0,0,0,1,5,-0.287,-0.435,66,0,53.1065262
Guinea          ,56.03661,1997,51.92607,2.534518,37.80931,0,0.3876,1,282.2594,57.2,1483.602,4.026005,3.632555,3.949821,0.9300033,5.6428265,95,95,1,7.3022282,7.800543,0.4324531,3.6733466,0,0,0,0,1,5,-0.029,-0.873,67,0,53.3225366
Gambia          ,57.17593,1993,71.31561,2.005485,45.7584,0,0.4556,1,111.0706,45.9,1160.576,4.046133,3.823375,4.267115,0.6958857,4.710166,96,96,5,7.0566717,9.1041352,0.2421285,2.9694243,1,0,0,0,0,1,0.164,-0.971,68,0,49.7966157
Gambia          ,57.92906,1994,58.49489,2.060389,46.40212,0,0.4556,1,111.0706,45.9,1160.576,4.059219,3.837345,4.068939,0.7228948,4.710166,96,96,5,7.0566717,8.2781323,0.2612884,2.9414148,0,1,0,0,0,2,0.164,-0.971,68,0,49.7966157
Gambia          ,58.67589,1995,59.54205,2.131228,47.04484,0,0.4556,1,111.0706,45.9,1160.576,4.072029,3.851101,4.086683,0.7566985,4.710166,96,96,5,7.0566717,8.350489,0.2862963,3.0923869,0,0,1,0,0,3,0.164,-0.971,68,0,49.7966157
Gambia          ,59.41596,1996,58.97652,2.203795,47.6865,0,0.4556,1,111.0706,45.9,1160.576,4.084563,3.864648,4.077139,0.790181,4.710166,96,96,5,7.0566717,8.3115312,0.312193,3.2216778,0,0,0,1,0,4,0.164,-0.971,68,0,49.7966157
Gambia          ,60.14876,1997,52.22592,2.27903,48.32702,0,0.4556,1,111.0706,45.9,1160.576,4.096821,3.877991,3.955579,0.8237497,4.710166,96,96,5,7.0566717,7.8233026,0.3392818,3.258407,0,0,0,0,1,5,0.164,-0.971,68,0,49.7966157
Guinea-Bissau   ,51.50895,1993,33.9465,1.625715,36.23987,0,0.5368,1,34.35164,75.6,947.4272,3.941756,3.59016,3.524786,0.4859474,3.5366498,97,97,5,6.8537501,6.2120582,0.1180724,1.7128606,1,0,0,0,0,1,-0.334,-0.454,69,0,46.9738904
Guinea-Bissau   ,51.74354,1994,35.14693,1.715492,36.46803,0,0.5368,1,34.35164,75.6,947.4272,3.9463,3.596436,3.559537,0.5397,3.5366498,97,97,5,6.8537501,6.3351518,0.145638,1.9210821,0,1,0,0,0,2,-0.334,-0.454,69,0,46.9738904
Guinea-Bissau   ,51.97808,1995,59.0815,1.720108,36.69619,0,0.5368,1,34.35164,75.6,947.4272,3.950822,3.602673,4.078918,0.5423872,3.5366498,97,97,5,6.8537501,8.318786,0.1470919,2.2123529,0,0,1,0,0,3,-0.334,-0.454,69,0,46.9738904
Guinea-Bissau   ,52.21254,1996,62.18093,1.713072,36.92433,0,0.5368,1,34.35164,75.6,947.4272,3.955323,3.608871,4.130048,0.5382882,3.5366498,97,97,5,6.8537501,8.5286482,0.1448771,2.2231561,0,0,0,1,0,4,-0.334,-0.454,69,0,46.9738904
Guinea-Bissau   ,52.44695,1997,54.00335,1.690655,37.15248,0,0.5368,1,34.35164,75.6,947.4272,3.959802,3.615031,3.989046,0.5251161,3.5366498,97,97,5,6.8537501,7.956244,0.1378735,2.0947123,0,0,0,0,1,5,-0.334,-0.454,69,0,46.9738904
Equatorial Guine,58.37903,1993,54.58556,4.234846,42.23885,0,0.444238,1,15.4514,57.2,2540.019,4.066957,3.74334,3.999769,1.443347,2.7376996,98,98,5,7.8399268,7.999076,1.0416253,5.7730546,1,0,0,0,0,1,-1.204,-1.389,70,0,61.4644529
Equatorial Guine,58.83475,1994,35.88039,4.349539,42.69936,0,0.444238,1,15.4514,57.2,2540.019,4.074733,3.754184,3.580191,1.47007,2.7376996,98,98,5,7.8399268,6.4088838,1.0805529,5.2631314,0,1,0,0,0,2,-1.204,-1.389,70,0,61.4644529
Equatorial Guine,59.2899,1995,39.97135,4.436301,43.15961,0,0.444238,1,15.4514,57.2,2540.019,4.082439,3.764905,3.688163,1.489821,2.7376996,98,98,5,7.8399268,6.8012732,1.1097833,5.4947027,0,0,1,0,0,3,-1.204,-1.389,70,0,61.4644529
Equatorial Guine,59.74444,1996,69.57399,4.533453,43.61956,0,0.444238,1,15.4514,57.2,2540.019,4.090076,3.775506,4.242391,1.511484,2.7376996,98,98,5,7.8399268,8.9989407,1.1422919,6.4123061,0,0,0,1,0,4,-1.204,-1.389,70,0,61.4644529
Equatorial Guine,60.19834,1997,88.90065,4.632732,44.0792,0,0.444238,1,15.4514,57.2,2540.019,4.097645,3.785988,4.487519,1.533147,2.7376996,98,98,5,7.8399268,10.0689134,1.1752699,6.8800263,0,0,0,0,1,5,-1.204,-1.389,70,0,61.4644529
Greece          ,90.03814,1993,699.1649,8.221205,72.26342,0,0.3168,0,80.12562,65.8,12081.33,4.500233,4.280318,6.549887,2.106717,4.3835957,99,99,5,9.3994166,21.4505099,2.2191283,13.7987583,1,0,0,0,0,1,0.56,1.075,71,1,88.3490318
Greece          ,90.17686,1994,767.627,8.282969,72.39814,0,0.3168,0,80.12562,65.8,12081.33,4.501773,4.282181,6.643304,2.114202,4.3835957,99,99,5,9.3994166,22.066744,2.234925,14.0452866,0,1,0,0,0,2,0.56,1.075,71,1,88.3490318
Greece          ,90.2867,1995,815.3882,8.343735,72.50478,0,0.3168,0,80.12562,65.8,12081.33,4.50299,4.283652,6.703664,2.121511,4.3835957,99,99,5,9.3994166,22.4695555,2.2504045,14.2218969,0,0,1,0,0,3,0.56,1.075,71,1,88.3490318
Greece          ,90.39658,1996,940.9824,8.403491,72.61144,0,0.3168,0,80.12562,65.8,12081.33,4.504207,4.285122,6.846924,2.128647,4.3835957,99,99,5,9.3994166,23.4401841,2.265569,14.5746842,0,0,0,1,0,4,0.56,1.075,71,1,88.3490318
Greece          ,90.52,1997,966.5068,8.462233,72.73122,0,0.3168,0,80.12562,65.8,12081.33,4.505571,4.286771,6.873688,2.135613,4.3835957,99,99,5,9.3994166,23.6237934,2.2804214,14.6795375,0,0,0,0,1,5,0.56,1.075,71,1,88.3490318
Grenada         ,77.87443,1997,296.2737,7.357733,66.07118,0,0.474325,1,260.2889,46.6,4702.757,4.355098,4.190732,5.691284,1.995752,5.5617922,100,100,1,8.4559042,16.1953568,1.991513,11.3583914,0,0,0,0,1,5,0.0606883,0.3255191,72,0,71.502316
